id	descricao	unidade medida	familia	comprimento	largura	altura	peso
398	a	N	TR	0	0	0	1
399	a	N	TR	0	0	0	1
400	a	N	TR	0	0	0	1
401	a	N	TR	0	0	0	1
402	a	N	TR	0	0	0	1
403	a	N	TR	0	0	0	1
404	a	N	TR	0	0	0	1
405	a	N	TR	0	0	0	1
406	a	N	TR	0	0	0	1
407	a	N	TR	0	0	0	1
408	a	N	TR	0	0	0	1
409	a	N	TR	0	0	0	1
410	a	N	TR	0	0	0	1
411	a	N	TR	0	0	0	1
412	a	N	TR	0	0	0	1
413	a	N	TR	0	0	0	1
414	a	N	TR	0	0	0	1
415	a	N	TR	0	0	0	1
416	a	N	TR	0	0	0	1
417	a	N	TR	0	0	0	1
418	a	N	TR	0	0	0	1
419	a	N	TR	0	0	0	1
420	a	N	TR	0	0	0	1
421	a	N	TR	0	0	0	1
422	a	N	TR	0	0	0	1
423	a	N	TR	0	0	0	1
424	a	N	TR	0	0	0	1
425	a	N	TR	0	0	0	1
426	a	N	TR	0	0	0	1
427	a	N	TR	0	0	0	1
428	a	N	TR	0	0	0	1
429	a	N	TR	0	0	0	1
430	a	N	TR	0	0	0	1
431	a	N	TR	0	0	0	1
432	a	N	TR	0	0	0	1
433	a	N	XX	0	0	0	1
434	a	N	TR	0	0	0	1
435	a	N	TR	0	0	0	1
436	a	N	TR	0	0	0	1
437	a	N	TR	0	0	0	1
438	a	N	TR	0	0	0	1
439	a	N	TR	0	0	0	1
440	a	N	TR	0	0	0	1
441	a	N	TR	0	0	0	1
442	a	N	TR	0	0	0	1
443	a	N	TR	0	0	0	1
444	a	N	TR	0	0	0	1
445	a	N	TR	0	0	0	1
446	a	N	TR	0	0	0	1
447	a	N	TR	0	0	0	1
448	a	N	TR	0	0	0	1
449	a	N	TR	0	0	0	1
450	a	N	TR	0	0	0	1
451	a	N	TR	0	0	0	1
452	a	N	TR	0	0	0	1
453	a	N	TR	0	0	0	1
454	a	N	TR	0	0	0	1
455	a	N	TR	0	0	0	1
456	a	N	TR	0	0	0	1
457	a	N	TR	0	0	0	1
458	a	N	TR	0	0	0	1
459	a	N	TR	0	0	0	1
460	a	N	TR	0	0	0	1
461	a	N	TR	0	0	0	1
462	a	N	TR	0	0	0	1
463	a	N	TR	0	0	0	1
464	a	N	TR	0	0	0	1
465	a	N	TR	0	0	0	1
466	a	N	TR	0	0	0	1
467	a	N	TR	0	0	0	1
468	a	N	TR	0	0	0	1
469	a	N	TR	0	0	0	1
470	a	N	TR	0	0	0	1
471	a	N	TR	0	0	0	1
472	a	N	TR	0	0	0	1
473	a	N	TR	0	0	0	1
474	a	N	TR	0	0	0	1
475	a	N	TR	0	0	0	1
476	a	N	TR	0	0	0	1
477	a	N	TR	0	0	0	1
478	a	N	TR	0	0	0	1
479	a	N	TR	0	0	0	1
480	a	N	TR	0	0	0	1
481	a	N	TR	0	0	0	1
482	a	N	TR	0	0	0	1
483	a	N	TR	0	0	0	1
484	a	N	XX	0	0	0	1
485	a	N	TR	0	0	0	1
486	a	N	TR	0	0	0	1
487	a	N	TR	0	0	0	1
488	a	N	TR	0	0	0	1
489	a	N	TR	0	0	0	1
490	a	N	TR	0	0	0	1
491	a	N	TR	0	0	0	1
492	a	N	TR	0	0	0	1
493	a	N	TR	0	0	0	1
494	a	N	TR	0	0	0	1
495	a	N	TR	0	0	0	1
496	a	N	TR	0	0	0	1
497	a	N	TR	0	0	0	1
498	a	N	TR	0	0	0	1
499	a	N	TR	0	0	0	1
500	a	N	TR	0	0	0	1
501	a	N	TR	0	0	0	1
502	a	N	TR	0	0	0	1
503	a	N	TR	0	0	0	1
504	a	N	TR	0	0	0	1
505	a	N	TR	0	0	0	1
506	a	N	TR	0	0	0	1
507	a	N	TR	0	0	0	1
508	a	N	TR	0	0	0	1
509	a	N	TR	0	0	0	1
510	a	N	TR	0	0	0	1
511	a	N	TR	0	0	0	1
512	a	N	TR	0	0	0	1
513	a	N	TR	0	0	0	1
514	a	N	TR	0	0	0	1
515	a	N	TR	0	0	0	1
516	a	N	XX	0	0	0	1
517	a	N	XX	15	30	15	2000
518	a	N	TR	0	0	0	1
519	a	N	TR	0	0	0	1
520	a	N	TR	0	0	0	1
521	a	N	TR	0	0	0	1
522	a	N	TR	0	0	0	1
523	a	N	TR	0	0	0	1
524	a	N	TR	0	0	0	1
525	a	N	TR	0	0	0	1
526	a	N	TR	0	0	0	1
527	a	N	TR	0	0	0	1
528	a	N	TR	0	0	0	1
529	a	N	TR	0	0	0	1
530	a	N	TR	0	0	0	1
531	a	N	TR	0	0	0	1
532	a	N	XX	0	0	0	1
533	a	N	XX	0	0	0	1
534	a	N	XX	0	0	0	1
535	a	N	TR	0	0	0	1
536	a	N	XX	0	0	0	1
537	a	N	XX	0	0	0	1
538	a	N	XX	0	0	0	1
539	a	N	XX	0	0	0	1
540	a	N	XX	0	0	0	1
541	a	N	XX	0	0	0	1
542	a	N	XX	0	0	0	1
543	a	N	XX	0	0	0	1
544	a	N	XX	0	0	0	1
545	a	N	TR	0	0	0	1
546	a	N	XX	0	0	0	1
547	a	N	XX	0	0	0	1
548	a	N	XX	0	0	0	1
549	a	N	XX	0	0	0	1
550	a	N	XX	0	0	0	1
551	a	N	XX	0	0	0	1
552	a	N	XX	0	0	0	1
553	a	N	XX	0	0	0	1
554	a	N	XX	0	0	0	1
555	a	N	TR	0	0	0	1
556	a	N	TR	0	0	0	1
557	a	N	TR	0	0	0	1
558	a	N	TR	0	0	0	1
559	a	N	TR	0	0	0	1
560	a	N	TR	0	0	0	1
561	a	N	TR	0	0	0	1
562	a	N	TR	0	0	0	1
563	a	N	TR	0	0	0	1
564	a	N	TR	0	0	0	1
565	a	N	TR	0	0	0	1
566	a	N	TR	0	0	0	1
567	a	N	TR	0	0	0	1
568	a	N	TR	0	0	0	1
569	a	N	TR	0	0	0	1
570	a	N	TR	0	0	0	1
571	a	N	TR	0	0	0	1
572	a	N	TR	0	0	0	1
573	a	N	TR	0	0	0	1
574	a	N	TR	0	0	0	1
575	a	N	XX	0	0	0	1
576	a	N	TR	0	0	0	1
577	a	N	TR	0	0	0	1
578	a	N	TR	0	0	0	1
579	a	N	TR	0	0	0	1
580	a	NR	TR	0	0	0	1
581	a	N	TR	0	0	0	1
582	a	N	TR	0	0	0	1
583	a	N	TR	0	0	0	1
584	a	N	TR	0	0	0	1
585	a	N	TR	0	0	0	1
586	a	N	TR	0	0	0	1
587	a	N	XX	0	0	0	1
588	a	N	TR	0	0	0	1
589	a	N	TR	0	0	0	1
590	a	N	TR	0	0	0	1
591	a	N	XX	0	0	0	1
592	a	N	TR	0	0	0	1
593	a	N	TR	0	0	0	1
594	a	N	TR	0	0	0	1
595	a	N	XX	0	0	0	1
596	a	N	TR	0	0	0	1
597	a	N	TR	0	0	0	1
598	a	N	TR	0	0	0	1
599	a	N	TR	0	0	0	1
600	a	N	XX	0	0	0	1
601	a	N	XX	0	0	0	1
602	a	N	XX	0	0	0	1
603	a	N	XX	0	0	0	1
604	a	N	XX	0	0	0	1
605	a	N	XX	0	0	0	1
606	a	N	XX	0	0	0	1
607	a	N	TR	0	0	0	1
608	a	N	XX	0	0	0	1
609	a	N	XX	0	0	0	1
610	a	N	XX	0	0	0	1
611	a	N	XX	0	0	0	1
612	a	N	XX	0	0	0	1
613	a	N	XX	0	0	0	1
614	a	N	XX	0	0	0	1
615	a	N	TR	0	0	0	1
616	a	N	XX	0	0	0	0
617	a	N	TR	0	0	0	1
618	a	N	TR	0	0	0	1
619	a	N	TR	0	0	0	1
620	a	N	TR	0	0	0	1
621	a	N	TR	0	0	0	1
622	a	N	TR	0	0	0	1
623	a	N	TR	0	0	0	1
624	a	N	XX	0	0	0	1
625	a	N	TR	0	0	0	1
626	a	N	TR	0	0	0	1
627	a	N	TR	0	0	0	1
628	a	N	TR	0	0	0	1
629	a	N	TR	0	0	0	1
630	a	N	TR	0	0	0	1
631	a	N	TR	0	0	0	1
632	a	N	TR	0	0	0	1
633	a	N	TR	0	0	0	1
634	a	N	TR	0	0	0	1
635	a	N	TR	0	0	0	1
636	a	N	TR	0	0	0	1
637	a	N	TR	0	0	0	1
638	a	N	TR	0	0	0	1
639	a	N	TR	0	0	0	1
640	a	N	TR	0	0	0	1
641	a	N	XX	0	0	0	1
642	a	N	TR	0	0	0	1
643	a	N	TR	0	0	0	1
644	a	N	TR	0	0	0	1
645	a	N	XX	0	0	0	1
646	a	N	XX	0	0	0	1
647	a	N	TR	0	0	0	1
648	a	N	TR	0	0	0	1
649	a	N	TR	0	0	0	1
650	a	N	TR	0	0	0	1
651	a	N	TR	0	0	0	1
652	a	N	XX	0	0	0	0
653	a	N	TR	0	0	0	1
654	a	N	XX	0	0	0	1
655	a	N	TR	0	0	0	1
656	a	N	TR	0	0	0	1
657	a	N	TR	0	0	0	1
658	a	N	TR	0	0	0	1
659	a	N	XX	0	0	0	1
660	a	N	TR	0	0	0	1
661	a	N	TR	0	0	0	1
662	a	N	TR	0	0	0	1
663	a	N	TR	0	0	0	1
664	a	N	TR	0	0	0	1
665	a	N	TR	0	0	0	1
666	a	N	TR	0	0	0	1
667	a	N	TR	0	0	0	1
668	a	N	TR	0	0	0	1
669	a	N	TR	0	0	0	1
670	a	N	TR	0	0	0	1
671	a	N	TR	0	0	0	1
672	a	N	TR	0	0	0	1
673	a	N	TR	0	0	0	1
674	a	N	TR	0	0	0	1
675	a	N	TR	0	0	0	1
676	a	N	TR	0	0	0	1
677	a	N	TR	0	0	0	1
678	a	N	TR	0	0	0	1
679	a	N	XX	0	0	0	1
680	a	N	TR	0	0	0	1
681	a	N	TR	0	0	0	1
682	a	N	TR	0	0	0	1
683	a	N	TR	0	0	0	1
684	a	N	TR	0	0	0	1
685	a	N	TR	0	0	0	1
686	a	N	TR	0	0	0	1
687	a	N	TR	0	0	0	1
688	a	N	TR	0	0	0	1
689	a	N	TR	0	0	0	1
690	a	N	TR	0	0	0	1
691	a	N	TR	0	0	0	1
692	a	N	TR	0	0	0	1
693	a	N	TR	0	0	0	1
694	a	N	TR	0	0	0	1
695	a	N	TR	0	0	0	1
696	a	N	TR	0	0	0	1
697	a	N	XX	0	0	0	1
698	a	N	TR	0	0	0	1
699	a	N	TR	0	0	0	1
700	a	N	TR	0	0	0	1
701	a	N	TR	0	0	0	1
702	a	N	TR	0	0	0	1
703	a	N	TR	0	0	0	1
704	a	N	TR	0	0	0	1
705	a	N	TR	0	0	0	1
706	a	CF	TR	0	0	0	1
707	a	N	TR	0	0	0	1
708	a	N	TR	0	0	0	1
709	a	N	TR	0	0	0	1
710	a	N	TR	0	0	0	1
711	a	N	TR	0	0	0	1
712	a	N	XX	0	0	0	1
713	a	N	XX	0	0	0	1
714	a	N	TR	0	0	0	1
715	a	N	TR	0	0	0	1
716	a	N	XX	0	0	0	1
717	a	N	TR	0	0	0	1
718	a	N	TR	0	0	0	1
719	a	N	TR	0	0	0	1
720	a	N	TR	0	0	0	1
721	a	N	TR	0	0	0	1
722	a	N	TR	0	0	0	1
723	a	N	TR	0	0	0	1
724	a	N	TR	0	0	0	1
725	a	N	TR	0	0	0	1
726	a	N	TR	0	0	0	1
727	a	N	TR	0	0	0	1
728	a	N	TR	0	0	0	1
729	a	N	TR	0	0	0	1
730	a	N	XX	0	0	0	1
731	a	N	TR	0	0	0	1
732	a	N	TR	0	0	0	1
733	a	N	XX	0	0	0	1
734	a	N	TR	0	0	0	1
735	a	N	TR	0	0	0	1
736	a	N	TR	0	0	0	1
737	a	N	TR	0	0	0	1
738	a	N	TR	0	0	0	1
739	a	N	TR	0	0	0	1
740	a	N	XX	0	0	0	0
741	a	N	TR	0	0	0	1
742	a	N	TR	0	0	0	1
743	a	N	XX	0	0	0	1
744	a	N	XX	0	0	0	1
745	a	N	TR	0	0	0	1
746	a	N	XX	0	0	0	1
747	a	N	TR	0	0	0	1
748	a	N	TR	0	0	0	1
749	a	N	TR	0	0	0	1
750	a	N	TR	0	0	0	1
751	a	N	TR	0	0	0	1
752	a	N	TR	0	0	0	1
753	a	N	TR	0	0	0	1
754	a	N	TR	0	0	0	1
755	a	N	TR	0	0	0	1
756	a	N	TR	0	0	0	1
757	a	N	XX	0	0	0	1
758	a	N	TR	0	0	0	1
759	a	N	TR	0	0	0	1
760	a	N	TR	0	0	0	1
761	a	N	TR	0	0	0	1
762	a	N	TR	0	0	0	1
763	a	N	TR	0	0	0	1
764	a	N	TR	0	0	0	1
765	a	N	TR	0	0	0	1
766	a	N	TR	0	0	0	1
767	a	N	TR	0	0	0	1
768	a	N	TR	0	0	0	1
769	a	N	TR	0	0	0	1
770	a	N	TR	0	0	0	1
771	a	N	TR	0	0	0	1
772	a	N	TR	0	0	0	1
773	a	N	XX	0	0	0	1
774	a	N	TR	0	0	0	1
775	a	N	TR	0	0	0	1
776	a	N	TR	0	0	0	1
777	a	N	TR	0	0	0	1
778	a	N	TR	0	0	0	1
779	a	N	TR	0	0	0	1
780	a	N	TR	0	0	0	1
781	a	N	TR	0	0	0	1
782	a	N	TR	0	0	0	1
783	a	N	TR	0	0	0	1
784	a	N	TR	0	0	0	1
785	a	N	TR	0	0	0	1
786	a	N	TR	0	0	0	1
787	a	N	TR	0	0	0	1
788	a	N	TR	0	0	0	1
789	a	N	TR	0	0	0	1
790	a	N	TR	0	0	0	1
791	a	N	TR	0	0	0	1
792	a	N	TR	0	0	0	1
793	a	N	TR	0	0	0	1
794	a	N	XX	0	0	0	1
795	a	N	TR	0	0	0	1
796	a	N	TR	0	0	0	1
797	a	N	TR	0	0	0	1
798	a	N	XX	0	0	0	1
799	a	N	XX	0	0	0	1
800	a	N	TR	0	0	0	1
801	a	N	TR	0	0	0	1
802	a	N	TR	0	0	0	1
803	a	N	TR	0	0	0	1
804	a	N	TR	0	0	0	1
805	a	N	TR	0	0	0	1
806	a	N	TR	0	0	0	1
807	a	N	TR	0	0	0	1
808	a	N	TR	0	0	0	1
809	a	N	TR	0	0	0	1
810	a	N	TR	0	0	0	1
811	a	N	TR	0	0	0	1
812	a	N	XX	0	0	0	1
813	a	N	TR	0	0	0	1
814	a	N	TR	0	0	0	1
815	a	N	XX	15	85	15	11
816	a	N	TR	0	0	0	1
817	a	N	TR	0	0	0	1
818	a	N	TR	0	0	0	1
